verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
FALSE,Donald Trump,"Says Conor Lamb ""ran on a campaign that said very nice things about me.""",3/14/2018,other,Colin Deppen,3/22/2018,https://www.politifact.com/factchecks/2018/mar/22/donald-trump/did-conor-lamb-say-very-nice-things-about-trump-no/
mostly-false,Joe Biden,"""Two members of the Senate,"" Joe Manchin and Kyrsten Sinema, ""voted more with my Republican friends"" than with the president from their own party.",6/1/2021,speech,Louis Jacobson,6/2/2021,https://www.politifact.com/factchecks/2021/jun/02/joe-biden/joe-biden-wrong-about-voting-records-joe-manchin-k/
FALSE,Donald Trump,"""Someone can write an article or book, totally make up stories and form a picture of a person that is literally the exact opposite of the fact, and get away with it without retribution or cost. Don’t know why Washington politicians don’t change libel laws?""",9/5/2018,social_media,Louis Jacobson,9/5/2018,https://www.politifact.com/factchecks/2018/sep/05/donald-trump/donald-trump-inaccurately-describes-libel-law/
half-true,Barack Obama,"""We've created more jobs in the United States than every other advanced economy combined since I came into office.""",11/9/2014,news,Lauren Carroll,11/9/2014,https://www.politifact.com/factchecks/2014/nov/09/barack-obama/obama-2009-us-has-created-more-jobs-every-other-ad/
half-true,Joe Biden,Says his administration’s efforts have led to more school reopenings.,4/21/2021,speech,Amy Sherman,4/27/2021,https://www.politifact.com/factchecks/2021/apr/27/joe-biden/why-its-hard-link-school-reopenings-bidens-efforts/
FALSE,Donald Trump,"Says there’s ""never (been) so many apprehensions ever in our history.""",1/10/2019,speech,Miriam Valverde,1/11/2019,https://www.politifact.com/factchecks/2019/jan/11/donald-trump/donald-trump-falsely-says-theres-never-been-so-man/
half-true,Barack Obama,"""He took on special interests and won, passing the toughest ethics law yet.""",4/14/2008,advertisement,Adriel Bettelheim,4/14/2008,https://www.politifact.com/factchecks/2008/apr/14/barack-obama/obama-not-driving-force/
TRUE,Andrew Cuomo,"""We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history""",7/8/2016,news,Dan Clark,7/22/2016,https://www.politifact.com/factchecks/2016/jul/22/andrew-cuomo/new-york-has-more-private-sector-jobs-ever/
mostly-true,Marco Rubio,"""We had a three-hour debate, no discussion about the national debt, very little about the economy.""",9/20/2015,news,Joshua Gillin,9/20/2015,https://www.politifact.com/factchecks/2015/sep/20/marco-rubio/marco-rubio-says-cnn-debate-had-no-question-debt-a/
TRUE,Mitch McConnell,"""More women are graduating from college now than men.""",7/10/2014,speech,Molly O'Connor,7/18/2014,https://www.politifact.com/factchecks/2014/jul/18/mitch-mcconnell/mitch-mcconnell-says-more-women-graduate-college-m/
mostly-false,Joe Biden,"The World Health Organization offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.""",3/15/2020,speech,Jon Greenberg,3/16/2020,https://www.politifact.com/factchecks/2020/mar/16/joe-biden/biden-falsely-says-trump-administration-rejected-w/
mostly-false,Barack Obama,"""The reason we even have colleges is that at some point there were politicians who said, ‘You know what? We should start colleges.’ """,1/22/2015,social_media,Louis Jacobson,2/3/2015,https://www.politifact.com/factchecks/2015/feb/03/barack-obama/barack-obama-says-politicians-get-credit-founding-/
mostly-true,Barack Obama,"The Affordable Care Act is ""a major reason why we’ve seen 50,000 fewer preventable patient deaths in hospitals.""",3/25/2015,speech,Louis Jacobson,3/31/2015,https://www.politifact.com/factchecks/2015/mar/31/barack-obama/barack-obama-says-health-care-law-has-led-50000-/
mostly-true,Bill Clinton,"Says President Barack Obama ""gives students the right to repay (federal) loans as a clear, fixed, low percentage of their income for up to 20 years.""",9/5/2012,speech,Becky Bowers,9/7/2012,https://www.politifact.com/factchecks/2012/sep/07/bill-clinton/bill-clinton-says-president-let-students-pay-clear/
mostly-false,Donald Trump,"Says Hillary Clinton wants illegal immigrants ""collecting Social Security benefits.""",8/19/2016,campaign,C. Eugene Emery Jr.,8/24/2016,https://www.politifact.com/factchecks/2016/aug/24/donald-trump/donald-trump-ad-says-illegal-immigrants-would-be-c/
mostly-false,Ted Cruz,"""92 million Americans aren't working.""",2/8/2015,news,Louis Jacobson,2/10/2015,https://www.politifact.com/factchecks/2015/feb/10/ted-cruz/ted-cruz-says-92-million-americans-arent-working/
mostly-true,Mitch McConnell,"Says Obama ""called Kagan a moderate. He called Sotomayor a moderate.""",5/31/2016,news,Allison Graves,6/7/2016,https://www.politifact.com/factchecks/2016/jun/07/mitch-mcconnell/mcconnell-mostly-right-about-obama-selling-previou/
TRUE,John McCain,"Earmarks requested in a federal spending bill included  ""$277,000 for potato pest management in Wisconsin.""",12/14/2010,statement,Tom Kertscher,12/19/2010,https://www.politifact.com/factchecks/2010/dec/19/john-mccain/john-mccain-says-federal-spending-bill-included-27/
pants-fire,Donald Trump,"In California, ""they're rioting now"" over sanctuary cities.",10/20/2018,speech,Louis Jacobson,10/23/2018,https://www.politifact.com/factchecks/2018/oct/23/donald-trump/donald-trumps-pants-fire-claim-about-people-riotin/
FALSE,Marco Rubio,"After Hurricane Hermine in 2016, Tallahassee ""didn’t have power for weeks because (Mayor Andrew Gillum) stood in the way of crews being able to come in and restore power, because they weren’t members of the right union or something.""",10/15/2018,other,Amy Sherman,10/16/2018,https://www.politifact.com/factchecks/2018/oct/16/marco-rubio/marco-rubio-wrong-about-andrew-gillums-response-20/
FALSE,Ted Cruz,"Says children are coming into the U.S. in ""staggering numbers"" because  President Barack Obama ""has been promising amnesty.""",6/23/2014,news,W. Gardner Selby,7/7/2014,https://www.politifact.com/factchecks/2014/jul/07/ted-cruz/ted-cruz-incorrectly-says-barack-obama-has-promise/
half-true,Mitch McConnell,"""The Department of Justice, under the Obama administration, disagrees with the decision"" Judge Sotomayor made in the Ricci vs. DeStefano case.",5/31/2009,news,Robert Farley,6/1/2009,https://www.politifact.com/factchecks/2009/jun/01/mitch-mcconnell/mcconnell-claims-department-justice-disagreed-soto/
half-true,Barack Obama,"""Oil production from federal waters in the Gulf of Mexico reached an all-time high"" in 2010.",3/11/2011,news,Louis Jacobson,3/15/2011,https://www.politifact.com/factchecks/2011/mar/15/barack-obama/barack-obama-says-gulf-oil-production-hit-record-l/
TRUE,Barack Obama,"In the past three years, ""we've added enough new oil and gas pipeline to circle the Earth and then some.""",4/17/2012,speech,Molly Moorhead,4/23/2012,https://www.politifact.com/factchecks/2012/apr/23/barack-obama/obama-says-new-miles-pipeline-could-stretch-around/
FALSE,Kevin McCarthy,"""If you or your family spends $28 a day — prepare to be under constant audit by the IRS.""",11/18/2021,speech,Jon Greenberg,11/19/2021,https://www.politifact.com/factchecks/2021/nov/19/kevin-mccarthy/kevin-mccarthy-misleads-about-build-back-better-le/
half-true,Bernie Sanders,"""The Koch brothers have given"" Paul Ryan ""$500,000 in campaign contributions.""",2/24/2018,campaign,Tom Kertscher,3/9/2018,https://www.politifact.com/factchecks/2018/mar/09/bernie-sanders/bernie-sanders-stumping-paul-ryan-opponent-randy-b/
mostly-true,Barack Obama,"""More people without health care since George Bush took office; more children in poverty since George Bush took office.""",4/18/2008,campaign,Adriel Bettelheim,5/8/2008,https://www.politifact.com/factchecks/2008/may/08/barack-obama/more-uninsured-but-blame-skewed/
mostly-false,Joe Biden,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",10/2/2008,speech,Robert Farley,10/2/2008,https://www.politifact.com/factchecks/2008/oct/02/joe-biden/mccains-tax-plan-doesnt-ignore-middle-class/
TRUE,Marco Rubio,"In 2008, then-Sen. Barack Obama ""missed 60 or 70 percent of his votes."" In 2004, John Kerry missed ""close to 60 to 70 percent"" and Bob Graham missed ""over 30 percent of his votes.""",10/28/2015,speech,Linda Qiu,10/28/2015,https://www.politifact.com/factchecks/2015/oct/29/marco-rubio/when-attacked-missed-votes-marco-rubio-calls-out-b/
FALSE,Kamala Harris,"Says she ""sued Exxon Mobil"" as California attorney general.",9/4/2019,television,Chris Nichols,9/6/2019,https://www.politifact.com/factchecks/2019/sep/06/kamala-harris/kamala-harris-said-she-sued-exxon-mobil-california/
half-true,Donald Trump,"""We’ve rebuilt China.""",3/27/2016,news,Linda Qiu,4/4/2016,https://www.politifact.com/factchecks/2016/apr/04/donald-trump/donald-trump-says-chinas-economic-growth-thanks-un/
half-true,Donald Trump,"""We’re also using a sterilization process ― some great equipment that will sterilize masks up to 20 times per mask. So that’s like ordering 20 times more masks.""",4/23/2020,news,Shefali Luthra,4/29/2020,https://www.politifact.com/factchecks/2020/apr/29/donald-trump/trump-says-n95-masks-can-be-sterilized-reuse-only-/
FALSE,Donald Trump,"""It is the decision of the President,"" not governors, to ""open up the states.""",4/13/2020,social_media,Amy Sherman,4/13/2020,https://www.politifact.com/factchecks/2020/apr/13/donald-trump/trumps-false-claim-its-him-not-governors-open-stat/
pants-fire,John McCain,"Says Obama opposes innovation, the electric car and ""clean, safe, nuclear energy.""",6/25/2008,advertisement,Bill Adair,6/27/2008,https://www.politifact.com/factchecks/2008/jun/27/john-mccain/this-007-claim-is-out-of-ammo/
pants-fire,Donald Trump,"""We won. We won in a landslide. This was a landslide.""",1/6/2021,speech,Daniel Funke,1/6/2021,https://www.politifact.com/factchecks/2021/jan/07/donald-trump/trump-clings-fantasy-landslide-victory-egging-supp/
FALSE,Donald Trump,"""We have become an energy exporter for the first time ever just recently.""",8/22/2017,speech,Louis Jacobson,8/23/2017,https://www.politifact.com/factchecks/2017/aug/23/donald-trump/donald-trump-wrongly-says-us-net-energy-exporte/
mostly-true,Marco Rubio,"""We have a legal immigration system in America that accepts 1 million people a year, legally. No other country in the world even comes close to that.""",5/1/2015,meeting,Amy Sherman,5/13/2015,https://www.politifact.com/factchecks/2015/may/13/marco-rubio/does-united-states-have-highest-number-immigrants-/
FALSE,Alexandria Ocasio-Cortez,"Bernie Sanders has ""never taken corporate lobbyist money in his *entire political career.*""",2/20/2020,social_media,Tom Kertscher,3/9/2020,https://www.politifact.com/factchecks/2020/mar/09/alexandria-ocasio-cortez/bernie-sanders-has-taken-corporate-lobbyist-money-/
pants-fire,Donald Trump,"""If I didn’t INSIST on having the National Guard activate and go into Kenosha, Wisconsin, there would be no Kenosha right now.""",8/31/2020,social_media,Eric Litke,9/1/2020,https://www.politifact.com/factchecks/2020/sep/01/donald-trump/heres-why-trump-vastly-overreaches-claiming-credit/
mostly-true,Donald Trump,"""Under three years of my administration, net farm income has already gone up nearly 50%.""",1/30/2020,speech,Julia Shanahan,5/22/2020,https://www.politifact.com/factchecks/2020/may/22/donald-trump/farm-income-federal-aid-accounts-much-increase/
half-true,Joe Biden,"""95 percent of the world’s customers are … beyond our shores.""",7/13/2016,speech,Louis Jacobson,7/15/2016,https://www.politifact.com/factchecks/2016/jul/15/joe-biden/touting-trade-joe-biden-says-95-percent-worlds-con/
FALSE,Mike Pence,"""Thomas Jefferson said, ‘Government that governs least governs best.’ """,9/21/2017,speech,Joshua Gillin,9/21/2017,https://www.politifact.com/factchecks/2017/sep/21/mike-pence/mike-pence-erroneously-credits-thomas-jefferson-sm/
half-true,Barack Obama,"Citing his efforts to secure the border, Obama said, ""Overall, the number of people trying to cross our border illegally is the lowest it has been since the 1970s.""",11/20/2014,speech,Amy Sherman,11/25/2014,https://www.politifact.com/factchecks/2014/nov/25/barack-obama/obama-says-illegal-border-crossings-lowest-it-has-/
FALSE,Donald Trump,"Says James Clapper said ""that the FBI was spying on (Trump's) campaign.""",5/23/2018,social_media,Jon Greenberg,5/23/2018,https://www.politifact.com/factchecks/2018/may/23/donald-trump/did-ex-intelligence-chief-clapper-say-fbi-spied-tr/
FALSE,Donald Trump,"Common Core is ""education through Washington D.C.""",3/10/2016,speech,Joshua Gillin,3/10/2016,https://www.politifact.com/factchecks/2016/mar/11/donald-trump/common-core-education-through-washington-dc-trump-/
mostly-false,Donald Trump,"""The Dems and their committees are going ‘nuts.’ The Republicans never did this to President Obama.""",2/7/2019,social_media,Louis Jacobson,2/7/2019,https://www.politifact.com/factchecks/2019/feb/07/donald-trump/Yes-President-Trump-Congress-also-investigated/
mostly-false,Donald Trump,"Says delegates can't ""legally"" change the Republican National Convention rules to prevent Donald Trump’s nomination.",6/19/2016,news,Linda Qiu,6/19/2016,https://www.politifact.com/factchecks/2016/jun/19/donald-trump/donald-trump-said-its-illegal-delegates-change-rul/
mostly-true,Barack Obama,"""Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP"" say that health reform ""makes sense to do.""",7/22/2009,speech,Catharine Richert,7/27/2009,https://www.politifact.com/factchecks/2009/jul/27/barack-obama/obama-says-there-widespread-support-health-care-re/
mostly-true,Donald Trump,"""When Abraham Lincoln made the Gettysburg Address speech, the great speech, do you know he was ridiculed? He was ridiculed.""",9/6/2018,speech,Louis Jacobson,9/7/2018,https://www.politifact.com/factchecks/2018/sep/07/donald-trump/was-lincolns-gettysburg-address-initially-ridicule/
